Order ID,Order Date,Year,Month,Day,Segment,Category,Sub-Category,Region,Sales,Profit,Quantity,Discount
ORD-01663,2023-08-10,2023,Aug,10,Consumer,Technology,Copiers,West,714.21,63.45,2,0.4
ORD-01664,2023-04-27,2023,Apr,27,Home Office,Office Supplies,Envelopes,South,218.39,7.37,1,0.2
ORD-01665,2023-01-19,2023,Jan,19,Consumer,Furniture,Bookcases,East,1979.27,307.09,7,0.2
ORD-01666,2023-01-04,2023,Jan,4,Home Office,Office Supplies,Paper,West,390.66,93.79,8,0
ORD-01667,2023-09-11,2023,Sep,11,Corporate,Technology,Accessories,East,1626.77,475.44,6,0
ORD-01668,2023-05-06,2023,May,6,Consumer,Office Supplies,Labels,East,396.57,132.27,3,0
ORD-01669,2023-12-23,2023,Dec,23,Consumer,Technology,Computers,Central,1058.18,206.3,9,0.3
ORD-01670,2023-07-06,2023,Jul,6,Consumer,Furniture,Bookcases,South,358.19,42.44,2,0.1
ORD-01671,2023-03-12,2023,Mar,12,Home Office,Technology,Phones,Central,606.18,143.88,6,0.1
ORD-01672,2023-03-05,2023,Mar,5,Consumer,Furniture,Chairs,West,402.45,103.51,9,0.1
ORD-01673,2023-10-05,2023,Oct,5,Home Office,Furniture,Bookcases,Central,488.73,65.06,1,0.3
ORD-01674,2023-06-09,2023,Jun,9,Home Office,Technology,Accessories,Central,1858.48,183.18,10,0
ORD-01675,2023-01-03,2023,Jan,3,Consumer,Technology,Copiers,Central,1189.95,180.11,10,0
ORD-01676,2023-10-15,2023,Oct,15,Home Office,Furniture,Bookcases,West,631.02,157.96,1,0
ORD-01677,2023-08-29,2023,Aug,29,Consumer,Technology,Computers,West,2354.35,621.5,5,0
ORD-01678,2023-10-23,2023,Oct,23,Corporate,Office Supplies,Art,South,278.98,54.69,10,0
ORD-01679,2023-12-08,2023,Dec,8,Consumer,Office Supplies,Labels,Central,123.49,21.72,5,0.3
ORD-01680,2023-05-18,2023,May,18,Consumer,Office Supplies,Paper,South,168.39,-20.14,2,0.4
ORD-01681,2023-07-27,2023,Jul,27,Corporate,Office Supplies,Storage,West,379.86,129.58,4,0
ORD-01682,2023-03-09,2023,Mar,9,Corporate,Furniture,Tables,East,1548.5,-52.8,4,0.3
ORD-01683,2023-05-22,2023,May,22,Home Office,Technology,Computers,East,2035.79,390.07,6,0
ORD-01684,2023-04-16,2023,Apr,16,Consumer,Furniture,Chairs,Central,866.19,27.94,9,0.3
ORD-01685,2023-12-15,2023,Dec,15,Consumer,Technology,Computers,West,1156.48,306.34,4,0.1
ORD-01686,2023-09-08,2023,Sep,8,Consumer,Furniture,Chairs,Central,325.14,-25.09,1,0.4
ORD-01687,2023-08-23,2023,Aug,23,Corporate,Furniture,Chairs,Central,556.37,43.29,1,0.1
ORD-01688,2023-08-31,2023,Aug,31,Corporate,Technology,Copiers,Central,984.88,149.03,5,0.1
ORD-01689,2023-09-02,2023,Sep,2,Home Office,Furniture,Furnishings,West,1056.06,89.37,4,0
ORD-01690,2023-11-27,2023,Nov,27,Consumer,Furniture,Tables,East,769.7,93.09,2,0.2
ORD-01691,2023-05-20,2023,May,20,Home Office,Technology,Accessories,South,420.5,61.03,5,0
ORD-01692,2023-05-10,2023,May,10,Corporate,Office Supplies,Appliances,West,309.2,37.18,1,0
ORD-01693,2023-06-17,2023,Jun,17,Corporate,Office Supplies,Supplies,Central,72.55,5.85,5,0.1
ORD-01694,2023-08-06,2023,Aug,6,Consumer,Office Supplies,Art,South,325.2,1.93,8,0.2
ORD-01695,2023-11-16,2023,Nov,16,Consumer,Furniture,Chairs,Central,919.56,159.79,8,0.1
ORD-01696,2023-04-27,2023,Apr,27,Consumer,Technology,Phones,East,1507.49,214.75,1,0
ORD-01697,2023-04-15,2023,Apr,15,Consumer,Technology,Phones,East,1738.52,128.61,4,0.4
ORD-01698,2023-04-20,2023,Apr,20,Consumer,Furniture,Bookcases,East,1862.58,-69.89,5,0.3
ORD-01699,2023-11-26,2023,Nov,26,Corporate,Technology,Computers,East,1059.92,206.87,2,0.1
ORD-01700,2023-05-09,2023,May,9,Corporate,Technology,Computers,East,1329.64,234.14,1,0.1
ORD-01701,2023-09-08,2023,Sep,8,Corporate,Furniture,Furnishings,Central,488.16,136.54,5,0.1
ORD-01702,2023-01-01,2023,Jan,1,Consumer,Furniture,Bookcases,South,1254.56,109.48,2,0
ORD-01703,2023-11-18,2023,Nov,18,Corporate,Technology,Computers,West,2020.52,462.94,3,0.1
ORD-01704,2023-04-11,2023,Apr,11,Home Office,Furniture,Bookcases,South,422.94,-24.99,3,0.4
ORD-01705,2023-01-17,2023,Jan,17,Consumer,Office Supplies,Art,Central,309.06,78.93,7,0.1
ORD-01706,2023-03-20,2023,Mar,20,Corporate,Office Supplies,Storage,South,214.92,38.93,9,0
ORD-01707,2023-03-31,2023,Mar,31,Corporate,Office Supplies,Paper,East,360.95,17.96,7,0.1
ORD-01708,2023-02-25,2023,Feb,25,Consumer,Technology,Computers,Central,1803.83,395.62,3,0.2
ORD-01709,2023-11-01,2023,Nov,1,Corporate,Technology,Copiers,South,723.41,-32.28,5,0.4
ORD-01710,2023-11-07,2023,Nov,7,Consumer,Office Supplies,Binders,West,225.4,31.24,8,0.3
ORD-01711,2023-02-16,2023,Feb,16,Home Office,Furniture,Tables,East,705.96,163.23,7,0
ORD-01712,2023-11-29,2023,Nov,29,Corporate,Office Supplies,Storage,East,267.79,65.8,4,0.1
ORD-01713,2023-01-26,2023,Jan,26,Consumer,Technology,Phones,West,1455.31,249.67,9,0
ORD-01714,2023-02-17,2023,Feb,17,Consumer,Furniture,Tables,West,393.95,43.16,4,0.4
ORD-01715,2023-03-13,2023,Mar,13,Corporate,Furniture,Chairs,West,1369.73,265.69,9,0
ORD-01716,2023-02-11,2023,Feb,11,Corporate,Furniture,Tables,Central,1987.82,-23.68,1,0.2
ORD-01717,2023-01-14,2023,Jan,14,Corporate,Technology,Phones,East,1023.38,104.7,4,0
ORD-01718,2023-09-04,2023,Sep,4,Home Office,Furniture,Bookcases,East,1642.94,450.48,6,0
ORD-01719,2023-06-10,2023,Jun,10,Consumer,Furniture,Bookcases,Central,758.15,172.37,3,0
ORD-01720,2023-11-04,2023,Nov,4,Corporate,Technology,Accessories,South,1421.83,171.55,5,0
ORD-01721,2023-09-14,2023,Sep,14,Corporate,Furniture,Furnishings,South,387.84,21.79,1,0.3
ORD-01722,2023-11-03,2023,Nov,3,Consumer,Technology,Computers,South,1068.98,4.22,9,0.2
ORD-01723,2023-05-21,2023,May,21,Corporate,Technology,Phones,West,1203.88,202.44,6,0.1
ORD-01724,2023-07-09,2023,Jul,9,Corporate,Technology,Computers,South,1835.55,456.6,1,0
ORD-01725,2023-07-28,2023,Jul,28,Consumer,Technology,Copiers,Central,1949.11,562.39,9,0
ORD-01726,2023-04-05,2023,Apr,5,Consumer,Furniture,Chairs,East,1773.62,453.02,2,0.1
ORD-01727,2023-10-12,2023,Oct,12,Home Office,Office Supplies,Labels,Central,435.69,99.26,8,0
ORD-01728,2023-09-13,2023,Sep,13,Home Office,Furniture,Tables,South,1526.54,263.55,2,0.1
ORD-01729,2023-07-24,2023,Jul,24,Consumer,Furniture,Chairs,West,1490.36,336.85,9,0.1
ORD-01730,2023-10-20,2023,Oct,20,Corporate,Technology,Accessories,South,973.69,141.7,7,0
ORD-01731,2023-03-08,2023,Mar,8,Consumer,Office Supplies,Appliances,South,152.84,44.23,5,0.1
ORD-01732,2023-02-12,2023,Feb,12,Consumer,Furniture,Furnishings,Central,1908.36,-52.86,6,0.3
ORD-01733,2023-05-29,2023,May,29,Home Office,Furniture,Furnishings,West,1531.49,109.93,3,0.2
ORD-01734,2023-05-31,2023,May,31,Consumer,Office Supplies,Binders,East,249.6,35.2,5,0.1
ORD-01735,2023-05-29,2023,May,29,Consumer,Office Supplies,Appliances,East,363.83,65.29,9,0
ORD-01736,2023-12-24,2023,Dec,24,Consumer,Furniture,Bookcases,Central,1538.83,316.59,1,0
ORD-01737,2023-12-11,2023,Dec,11,Corporate,Furniture,Chairs,Central,721.21,62.32,6,0.1
ORD-01738,2023-04-10,2023,Apr,10,Home Office,Furniture,Bookcases,East,983.13,243.63,2,0.1
ORD-01739,2023-02-16,2023,Feb,16,Consumer,Technology,Copiers,East,1466.03,139.41,2,0.1
ORD-01740,2023-11-20,2023,Nov,20,Corporate,Technology,Computers,South,1664.84,67.57,7,0.1
ORD-01741,2023-01-18,2023,Jan,18,Corporate,Office Supplies,Appliances,South,358.67,88.84,2,0.2
ORD-01742,2023-08-25,2023,Aug,25,Home Office,Office Supplies,Appliances,East,76.03,10.37,1,0
ORD-01743,2023-01-16,2023,Jan,16,Corporate,Furniture,Furnishings,East,1243.56,181.54,7,0
ORD-01744,2023-06-20,2023,Jun,20,Consumer,Technology,Accessories,Central,2021.97,686.05,7,0
ORD-01745,2023-01-02,2023,Jan,2,Home Office,Technology,Copiers,Central,1596.44,25.8,1,0.2
ORD-01746,2023-02-09,2023,Feb,9,Consumer,Furniture,Chairs,Central,502.88,45.75,7,0.1
ORD-01747,2023-09-29,2023,Sep,29,Consumer,Office Supplies,Storage,South,145.6,48.66,10,0
ORD-01748,2023-11-05,2023,Nov,5,Consumer,Furniture,Furnishings,Central,883.12,-43.52,5,0.3
ORD-01749,2023-01-19,2023,Jan,19,Corporate,Office Supplies,Labels,West,268.44,49.39,1,0.3
ORD-01750,2023-07-07,2023,Jul,7,Corporate,Office Supplies,Fasteners,West,258.12,11.81,1,0.3
ORD-01751,2023-09-23,2023,Sep,23,Corporate,Furniture,Tables,South,1630.92,543.89,4,0
ORD-01752,2023-01-29,2023,Jan,29,Corporate,Furniture,Furnishings,South,1806.03,543.45,1,0
ORD-01753,2023-07-17,2023,Jul,17,Consumer,Technology,Accessories,West,579.39,166.43,5,0
ORD-01754,2023-06-24,2023,Jun,24,Consumer,Office Supplies,Appliances,West,236.9,50,8,0
ORD-01755,2023-08-06,2023,Aug,6,Corporate,Technology,Computers,West,2342.92,253.99,1,0.1
ORD-01756,2023-03-01,2023,Mar,1,Consumer,Office Supplies,Binders,South,366.93,22.23,8,0.2
ORD-01757,2023-12-08,2023,Dec,8,Home Office,Office Supplies,Appliances,West,226.02,21.05,6,0.1
ORD-01758,2023-11-11,2023,Nov,11,Corporate,Furniture,Bookcases,South,1481.06,360.69,1,0
ORD-01759,2023-09-17,2023,Sep,17,Consumer,Technology,Phones,Central,950.1,315.85,8,0
ORD-01760,2023-05-11,2023,May,11,Corporate,Furniture,Furnishings,South,1780.89,452.66,10,0.1
ORD-01761,2023-11-04,2023,Nov,4,Corporate,Technology,Copiers,East,2153.86,149.04,6,0.1
ORD-01762,2023-10-24,2023,Oct,24,Consumer,Office Supplies,Art,West,196.87,31.4,9,0
ORD-01763,2023-06-08,2023,Jun,8,Corporate,Office Supplies,Art,West,408.62,53.1,4,0
ORD-01764,2023-05-31,2023,May,31,Corporate,Office Supplies,Supplies,South,285.16,54.21,1,0
ORD-01765,2023-10-13,2023,Oct,13,Consumer,Technology,Phones,South,1903.76,482.27,3,0
ORD-01766,2023-04-21,2023,Apr,21,Consumer,Office Supplies,Art,West,195.14,30.35,9,0.2
ORD-01767,2023-03-12,2023,Mar,12,Corporate,Technology,Phones,Central,2031.89,486.04,2,0.2
ORD-01768,2023-03-14,2023,Mar,14,Home Office,Technology,Copiers,Central,439.73,83.41,6,0
ORD-01769,2023-10-06,2023,Oct,6,Corporate,Technology,Accessories,East,1943.28,164.57,6,0.3
ORD-01770,2023-07-28,2023,Jul,28,Corporate,Office Supplies,Art,East,284.36,-12.36,3,0.3
ORD-01771,2023-04-08,2023,Apr,8,Corporate,Furniture,Bookcases,East,743.24,178.27,7,0.1
ORD-01772,2023-10-05,2023,Oct,5,Consumer,Technology,Accessories,Central,1628.95,506.2,3,0
ORD-01773,2023-09-02,2023,Sep,2,Corporate,Furniture,Furnishings,South,1844.33,-97.93,1,0.3
ORD-01774,2023-03-01,2023,Mar,1,Home Office,Office Supplies,Appliances,West,100.37,25.08,6,0.1
ORD-01775,2023-01-14,2023,Jan,14,Consumer,Furniture,Chairs,Central,454.58,141.65,6,0
ORD-01776,2023-01-28,2023,Jan,28,Consumer,Office Supplies,Appliances,West,401.56,21.43,3,0.4
ORD-01777,2023-01-26,2023,Jan,26,Corporate,Furniture,Bookcases,Central,348.25,-0.36,10,0.4
ORD-01778,2023-05-25,2023,May,25,Consumer,Furniture,Furnishings,West,1539.72,171.33,10,0.3
ORD-01779,2023-03-12,2023,Mar,12,Consumer,Technology,Phones,South,1826.35,235.9,1,0.4
ORD-01780,2023-03-24,2023,Mar,24,Corporate,Office Supplies,Paper,Central,80.59,3.88,4,0.1
ORD-01781,2023-04-12,2023,Apr,12,Consumer,Furniture,Tables,Central,921.24,124.1,7,0
ORD-01782,2023-02-25,2023,Feb,25,Consumer,Office Supplies,Envelopes,East,149.46,39.32,2,0
ORD-01783,2023-11-05,2023,Nov,5,Consumer,Technology,Computers,South,854.76,13.45,8,0.2
ORD-01784,2023-10-07,2023,Oct,7,Corporate,Furniture,Chairs,West,686.67,220.2,9,0
ORD-01785,2023-06-01,2023,Jun,1,Consumer,Technology,Computers,Central,475.33,4.46,1,0.3
ORD-01786,2023-02-18,2023,Feb,18,Consumer,Furniture,Chairs,West,1078.92,274.74,7,0.1
ORD-01787,2023-08-29,2023,Aug,29,Corporate,Office Supplies,Envelopes,South,324.23,106.05,2,0
ORD-01788,2023-01-08,2023,Jan,8,Home Office,Technology,Copiers,West,584.16,58.71,7,0.1
ORD-01789,2023-03-29,2023,Mar,29,Corporate,Furniture,Furnishings,South,712.89,116.9,4,0.3
ORD-01790,2023-10-04,2023,Oct,4,Consumer,Furniture,Tables,Central,1006.15,42.06,8,0.2
ORD-01791,2023-01-12,2023,Jan,12,Consumer,Technology,Copiers,South,1738.09,351.9,1,0
ORD-01792,2023-07-26,2023,Jul,26,Home Office,Technology,Copiers,West,2095.9,374.27,1,0
ORD-01793,2023-07-12,2023,Jul,12,Corporate,Furniture,Tables,West,696.17,47.71,3,0.2
ORD-01794,2023-02-14,2023,Feb,14,Home Office,Technology,Accessories,East,1930.69,256.79,5,0.4
ORD-01795,2023-07-27,2023,Jul,27,Corporate,Office Supplies,Appliances,West,99.5,16.76,7,0
ORD-01796,2023-08-22,2023,Aug,22,Corporate,Office Supplies,Appliances,Central,160.91,38.86,1,0.1
ORD-01797,2023-03-23,2023,Mar,23,Consumer,Office Supplies,Fasteners,East,431.63,90.13,9,0.1
ORD-01798,2023-08-10,2023,Aug,10,Home Office,Technology,Accessories,Central,1673.5,448.95,6,0.1
ORD-01799,2023-11-09,2023,Nov,9,Consumer,Technology,Phones,Central,1071.82,149.9,1,0.4
ORD-01800,2023-12-22,2023,Dec,22,Corporate,Furniture,Tables,West,1823.93,92.74,8,0.3
ORD-01801,2023-04-11,2023,Apr,11,Corporate,Office Supplies,Storage,East,425.02,-19.46,2,0.4
ORD-01802,2023-11-11,2023,Nov,11,Consumer,Technology,Copiers,South,1597.81,-25.87,3,0.4
ORD-01803,2023-11-16,2023,Nov,16,Corporate,Technology,Copiers,West,2049.9,341.17,10,0
ORD-01804,2023-04-11,2023,Apr,11,Consumer,Office Supplies,Appliances,Central,329.63,61.85,3,0
ORD-01805,2023-12-16,2023,Dec,16,Corporate,Furniture,Chairs,Central,1803.47,331.84,7,0.2
ORD-01806,2023-07-15,2023,Jul,15,Corporate,Furniture,Furnishings,East,371.47,46.56,9,0
ORD-01807,2023-04-01,2023,Apr,1,Corporate,Furniture,Bookcases,Central,742.03,40.36,7,0.3
ORD-01808,2023-04-11,2023,Apr,11,Consumer,Office Supplies,Labels,West,313.28,82.88,10,0
ORD-01809,2023-05-18,2023,May,18,Corporate,Office Supplies,Art,West,278.46,47.85,3,0
ORD-01810,2023-05-14,2023,May,14,Consumer,Technology,Accessories,West,1443.42,252.68,8,0.2
ORD-01811,2023-04-02,2023,Apr,2,Home Office,Furniture,Tables,West,998.13,263.96,4,0.1
ORD-01812,2023-06-25,2023,Jun,25,Corporate,Office Supplies,Fasteners,East,156.5,36.18,7,0
ORD-01813,2023-07-09,2023,Jul,9,Consumer,Office Supplies,Envelopes,Central,433.47,-6.84,6,0.2
ORD-01814,2023-09-07,2023,Sep,7,Corporate,Furniture,Bookcases,West,332.77,66.42,2,0.1
ORD-01815,2023-12-12,2023,Dec,12,Home Office,Office Supplies,Paper,East,417.45,-31.52,4,0.4
ORD-01816,2023-09-25,2023,Sep,25,Home Office,Furniture,Tables,Central,1653,506.5,4,0
ORD-01817,2023-07-21,2023,Jul,21,Consumer,Furniture,Furnishings,East,868.97,30.08,4,0.2
ORD-01818,2023-03-30,2023,Mar,30,Consumer,Office Supplies,Supplies,South,347.12,50.09,7,0
ORD-01819,2023-08-18,2023,Aug,18,Home Office,Furniture,Bookcases,West,1491.17,233.43,2,0
ORD-01820,2023-01-19,2023,Jan,19,Corporate,Furniture,Furnishings,East,1489.41,47.07,10,0.4
ORD-01821,2023-03-09,2023,Mar,9,Corporate,Furniture,Bookcases,West,714.82,63.33,3,0.2
ORD-01822,2023-06-19,2023,Jun,19,Corporate,Office Supplies,Supplies,South,94.06,20.06,10,0.2
ORD-01823,2023-09-17,2023,Sep,17,Consumer,Office Supplies,Appliances,South,177.67,20.84,6,0
ORD-01824,2023-09-19,2023,Sep,19,Consumer,Office Supplies,Labels,Central,349.03,66.46,6,0.3
ORD-01825,2023-12-31,2023,Dec,31,Home Office,Furniture,Tables,Central,1929.45,658.45,7,0
ORD-01826,2023-06-20,2023,Jun,20,Consumer,Office Supplies,Binders,East,88.21,11.52,4,0.1
ORD-01827,2023-10-28,2023,Oct,28,Corporate,Furniture,Tables,West,1399.65,414.04,6,0
ORD-01828,2023-02-05,2023,Feb,5,Consumer,Furniture,Furnishings,East,1196.6,95.72,3,0.3
ORD-01829,2023-12-16,2023,Dec,16,Consumer,Furniture,Furnishings,South,1305.21,-105.85,4,0.4
ORD-01830,2023-08-05,2023,Aug,5,Consumer,Technology,Copiers,Central,1663.08,468.43,3,0
ORD-01831,2023-07-07,2023,Jul,7,Home Office,Office Supplies,Storage,Central,180.83,40.14,3,0
ORD-01832,2023-12-29,2023,Dec,29,Corporate,Office Supplies,Storage,West,388.14,52.03,3,0
ORD-01833,2023-11-27,2023,Nov,27,Consumer,Furniture,Chairs,East,953.62,304.28,9,0
ORD-01834,2023-05-06,2023,May,6,Consumer,Technology,Computers,South,1068.29,306.68,7,0
ORD-01835,2023-09-23,2023,Sep,23,Corporate,Technology,Computers,West,2175.2,11.64,5,0.4
ORD-01836,2023-07-05,2023,Jul,5,Corporate,Furniture,Tables,South,579.99,97.36,10,0
ORD-01837,2023-02-16,2023,Feb,16,Consumer,Office Supplies,Envelopes,South,412.07,93.53,7,0.1
ORD-01838,2023-01-28,2023,Jan,28,Corporate,Furniture,Furnishings,East,1404.31,136.35,4,0
ORD-01839,2023-04-12,2023,Apr,12,Consumer,Technology,Computers,West,2288.6,384.42,3,0
ORD-01840,2023-03-21,2023,Mar,21,Corporate,Technology,Computers,South,2138.71,594.26,6,0
ORD-01841,2023-12-03,2023,Dec,3,Home Office,Furniture,Bookcases,West,1249.27,179.7,3,0
ORD-01842,2023-06-16,2023,Jun,16,Corporate,Technology,Computers,West,1018.81,103.95,2,0.1
ORD-01843,2023-09-08,2023,Sep,8,Corporate,Technology,Copiers,West,702.32,5.8,1,0.3
ORD-01844,2023-10-20,2023,Oct,20,Consumer,Office Supplies,Envelopes,East,140.21,6.03,10,0.4
ORD-01845,2023-08-13,2023,Aug,13,Consumer,Technology,Copiers,East,703.37,32.74,10,0.2
ORD-01846,2023-08-28,2023,Aug,28,Corporate,Office Supplies,Paper,West,257.34,4.46,9,0.2
ORD-01847,2023-09-23,2023,Sep,23,Consumer,Furniture,Chairs,West,1652.63,209.69,1,0.3
ORD-01848,2023-10-08,2023,Oct,8,Consumer,Furniture,Chairs,Central,1598.47,69.98,8,0.4
ORD-01849,2023-09-23,2023,Sep,23,Consumer,Office Supplies,Envelopes,Central,330.4,52.92,6,0.2
ORD-01850,2023-04-05,2023,Apr,5,Consumer,Technology,Phones,East,782.98,230.24,4,0.1
ORD-01851,2023-07-18,2023,Jul,18,Corporate,Office Supplies,Fasteners,East,245.96,50.54,3,0.2
ORD-01852,2023-04-18,2023,Apr,18,Home Office,Technology,Phones,East,1933.99,561.61,10,0
ORD-01853,2023-06-28,2023,Jun,28,Corporate,Furniture,Tables,South,785.67,35.6,4,0.1
ORD-01854,2023-01-03,2023,Jan,3,Corporate,Office Supplies,Paper,West,331.6,-31.47,2,0.4
ORD-01855,2023-03-16,2023,Mar,16,Consumer,Technology,Computers,East,793.46,249.16,8,0
ORD-01856,2023-07-29,2023,Jul,29,Consumer,Technology,Phones,East,1588.65,176.82,7,0
ORD-01857,2023-07-26,2023,Jul,26,Consumer,Office Supplies,Binders,East,305.42,61.25,6,0
ORD-01858,2023-12-05,2023,Dec,5,Corporate,Technology,Copiers,West,774.91,30.99,10,0.1
ORD-01859,2023-04-09,2023,Apr,9,Consumer,Furniture,Chairs,West,1084.98,260.06,2,0.1
ORD-01860,2023-03-18,2023,Mar,18,Corporate,Furniture,Chairs,East,797.88,78.87,3,0.3
ORD-01861,2023-06-22,2023,Jun,22,Home Office,Technology,Accessories,West,679.51,89.29,1,0.1
ORD-01862,2023-10-30,2023,Oct,30,Consumer,Office Supplies,Fasteners,South,389.39,116.36,1,0
ORD-01863,2023-04-20,2023,Apr,20,Corporate,Technology,Accessories,West,1934.54,197.99,2,0.4
ORD-01864,2023-04-28,2023,Apr,28,Home Office,Furniture,Bookcases,West,1032.09,132.54,9,0.2
ORD-01865,2023-07-07,2023,Jul,7,Consumer,Office Supplies,Storage,West,391.92,111.39,3,0.1
ORD-01866,2023-01-14,2023,Jan,14,Consumer,Technology,Phones,South,625.61,131.01,9,0
ORD-01867,2023-09-11,2023,Sep,11,Consumer,Furniture,Chairs,South,1527.65,300.08,10,0
ORD-01868,2023-01-12,2023,Jan,12,Consumer,Furniture,Bookcases,East,895.22,257.18,3,0.1
ORD-01869,2023-12-17,2023,Dec,17,Corporate,Furniture,Bookcases,East,739.49,62.53,6,0
ORD-01870,2023-07-27,2023,Jul,27,Home Office,Technology,Copiers,Central,1224.26,242.63,6,0.1
ORD-01871,2023-08-15,2023,Aug,15,Corporate,Office Supplies,Fasteners,Central,179.75,60.28,5,0
ORD-01872,2023-09-03,2023,Sep,3,Home Office,Furniture,Bookcases,South,1049.43,96.46,1,0
ORD-01873,2023-03-02,2023,Mar,2,Corporate,Technology,Phones,West,433.16,34.45,2,0.3
ORD-01874,2023-08-19,2023,Aug,19,Consumer,Office Supplies,Paper,South,133.19,30.23,9,0
ORD-01875,2023-02-19,2023,Feb,19,Corporate,Technology,Copiers,East,675.52,212.44,2,0
ORD-01876,2023-06-25,2023,Jun,25,Corporate,Technology,Computers,East,1195.13,175.15,8,0
ORD-01877,2023-12-31,2023,Dec,31,Consumer,Furniture,Chairs,Central,926.68,150.91,4,0.1
ORD-01878,2023-07-25,2023,Jul,25,Consumer,Technology,Phones,East,1507.44,262.61,9,0
ORD-01879,2023-12-13,2023,Dec,13,Consumer,Technology,Copiers,Central,1369.87,85.66,1,0.1
ORD-01880,2023-06-20,2023,Jun,20,Consumer,Technology,Computers,South,692.39,89.27,7,0.4
ORD-01881,2023-07-21,2023,Jul,21,Consumer,Furniture,Bookcases,East,1201.35,322.99,8,0
ORD-01882,2023-01-10,2023,Jan,10,Consumer,Office Supplies,Supplies,South,232.86,67.66,10,0.1
ORD-01883,2023-01-13,2023,Jan,13,Corporate,Office Supplies,Binders,South,294.46,-25.45,5,0.4
ORD-01884,2023-01-20,2023,Jan,20,Consumer,Technology,Computers,East,2016.99,373.19,6,0.1
ORD-01885,2023-05-08,2023,May,8,Corporate,Technology,Accessories,West,464.38,138.44,5,0
ORD-01886,2023-11-28,2023,Nov,28,Home Office,Office Supplies,Supplies,South,313.5,41.9,10,0
ORD-01887,2023-08-13,2023,Aug,13,Corporate,Office Supplies,Supplies,Central,110.58,20.79,3,0.3
ORD-01888,2023-04-21,2023,Apr,21,Consumer,Office Supplies,Envelopes,South,287.84,26.77,3,0.1
ORD-01889,2023-06-15,2023,Jun,15,Consumer,Furniture,Bookcases,East,1992.73,195.08,2,0.4
ORD-01890,2023-12-31,2023,Dec,31,Home Office,Furniture,Furnishings,West,364.2,-38.69,8,0.4
ORD-01891,2023-10-04,2023,Oct,4,Home Office,Furniture,Furnishings,East,1732.93,433.79,5,0
ORD-01892,2023-02-18,2023,Feb,18,Home Office,Office Supplies,Appliances,East,160.91,19.83,2,0.4
ORD-01893,2023-02-12,2023,Feb,12,Home Office,Office Supplies,Appliances,Central,422.71,126.87,2,0
ORD-01894,2023-10-07,2023,Oct,7,Home Office,Office Supplies,Labels,West,132.75,26.8,6,0
ORD-01895,2023-09-25,2023,Sep,25,Consumer,Office Supplies,Envelopes,Central,237.44,53.56,1,0
ORD-01896,2023-01-14,2023,Jan,14,Consumer,Furniture,Furnishings,Central,1115.1,338.74,3,0
ORD-01897,2023-04-07,2023,Apr,7,Consumer,Furniture,Furnishings,East,1604.54,533.06,9,0
ORD-01898,2023-09-13,2023,Sep,13,Corporate,Technology,Computers,South,1496.58,306.96,7,0
ORD-01899,2023-10-24,2023,Oct,24,Home Office,Technology,Copiers,East,912.93,38.27,2,0.2
ORD-01900,2023-05-13,2023,May,13,Home Office,Furniture,Furnishings,East,915.74,195.49,9,0
ORD-01901,2023-11-25,2023,Nov,25,Consumer,Technology,Computers,Central,1822.12,16.2,8,0.2
ORD-01902,2023-10-25,2023,Oct,25,Corporate,Office Supplies,Supplies,West,182.7,58.26,7,0
ORD-01903,2023-12-26,2023,Dec,26,Corporate,Office Supplies,Supplies,South,278.69,78.76,7,0.1
ORD-01904,2023-01-14,2023,Jan,14,Consumer,Technology,Computers,East,1265.67,292.91,2,0
ORD-01905,2023-07-17,2023,Jul,17,Consumer,Office Supplies,Fasteners,West,384.05,1.65,9,0.3
ORD-01906,2023-03-06,2023,Mar,6,Consumer,Office Supplies,Art,Central,274.09,53.67,7,0.1
ORD-01907,2023-03-12,2023,Mar,12,Home Office,Technology,Computers,South,1580.88,307.84,10,0
ORD-01908,2023-02-02,2023,Feb,2,Consumer,Furniture,Chairs,West,921.02,322,4,0
ORD-01909,2023-07-28,2023,Jul,28,Consumer,Furniture,Furnishings,East,894.1,37.39,5,0.1
ORD-01910,2023-06-14,2023,Jun,14,Corporate,Furniture,Bookcases,East,1848.82,415.5,5,0.2
ORD-01911,2023-06-04,2023,Jun,4,Consumer,Furniture,Chairs,South,854.04,269.64,5,0
ORD-01912,2023-05-21,2023,May,21,Consumer,Technology,Copiers,East,1317.74,160.86,2,0.4
ORD-01913,2023-09-22,2023,Sep,22,Consumer,Furniture,Chairs,East,1775.38,186.41,3,0.4
ORD-01914,2023-02-19,2023,Feb,19,Consumer,Technology,Copiers,East,1950.62,288.86,7,0.2
ORD-01915,2023-11-17,2023,Nov,17,Consumer,Furniture,Furnishings,West,1494.12,176.38,9,0.3
ORD-01916,2023-08-14,2023,Aug,14,Consumer,Technology,Accessories,East,1033.02,304.02,1,0.1
ORD-01917,2023-02-26,2023,Feb,26,Consumer,Furniture,Tables,East,1739.3,258.4,4,0.4
ORD-01918,2023-12-23,2023,Dec,23,Home Office,Office Supplies,Binders,Central,114.86,-11.35,1,0.4
ORD-01919,2023-04-27,2023,Apr,27,Home Office,Technology,Copiers,West,1220.39,171.97,3,0.1
ORD-01920,2023-02-21,2023,Feb,21,Consumer,Furniture,Bookcases,East,956.69,89.23,10,0
